,playerid,date_of_birth,place_of_birth,nation,height,weight,shoots,rights,under_contract,draft_year,draft_round,draft_pick,draft_team,shortname,status,nhl_draft,rankings,catches,draft_year_eligible,load_date,player_name,position,nhl_likelihood,most_likelihood_nhl_node,nhl_expected_value
371,396170,2001-01-20,"Pori, FIN",Finland,194.0,88.0,R,Detroit Red Wings,False,2019,2,35,Detroit Red Wings,antti-tuomisto,,,,,2019,2020-06-03,Antti Tuomisto,D,0.17,66,16.3
372,299117,1999-10-03,"Scottsdale, AZ, USA",Finland                                                                                             /  USA,185.0,78.0,R,Montréal Canadiens,True,2018,2,35,Montréal Canadiens,jesse-ylonen,,,,,2018,2020-06-03,Jesse Ylönen,F,0.24,7,47.9
373,300398,1999-02-15,"London, ON, CAN",Canada,197.0,91.0,L,Philadelphia Flyers,True,2017,2,35,Philadelphia Flyers,isaac-ratcliffe,,,,,2017,2020-06-03,Isaac Ratcliffe,F,0.19,5,26.8
374,252492,1998-04-09,"Châteauguay, QC, CAN",Canada,185.0,78.0,R,Philadelphia Flyers,True,2016,2,36,Philadelphia Flyers,pascal-laberge,,,,,2016,2020-06-03,Pascal Laberge,F,0.12,3,41.7
375,266786,2000-03-27,"Truro, NS, CAN",Canada,186.0,87.0,L,Detroit Red Wings,True,2018,2,36,Detroit Red Wings,jared-mcisaac,,,,,2018,2020-06-03,Jared McIsaac,D,0.53,11,74.4
376,195023,1998-02-04,"Smrcek, CZE",Czech Rep.,188.0,92.0,L,New York Rangers,True,2016,2,37,Tampa Bay Lightning,libor-hajek,,,,,2016,2020-06-03,Libor Hájek,D,0.63,2,40.4
377,281813,2000-07-27,"Winnipeg, MB, CAN",Canada,182.0,93.0,R,Vancouver Canucks,True,2018,2,37,Vancouver Canucks,jett-woo,,,,,2018,2020-06-03,Jett Woo,D,0.21,13,35.2
378,240720,1998-11-18,"Tyresö, SWE",Sweden,184.0,87.0,L,Buffalo Sabres,False,2017,2,37,Buffalo Sabres,marcus-davidsson,,,,,2017,2020-06-03,Marcus Davidsson,F,0.06,4,50.1
379,335712,2000-09-25,"Chambly, QC, CAN",Canada,193.0,90.0,R,Edmonton Oilers,True,2019,2,38,Edmonton Oilers,raphael-lavoie,,,,,2019,2020-06-03,Raphaël Lavoie,F,0.43,10,80.0
380,212379,1998-10-20,"Östervåla, SWE",Sweden,187.0,85.0,R,Detroit Red Wings,True,2017,2,38,Detroit Red Wings,gustav-lindstrom,,,,,2017,2020-06-03,Gustav Lindström,D,0.06,3,12.8
381,396529,2000-01-06,"Moskva, RUS",Russia,181.0,84.0,L,Montréal Canadiens,True,2018,2,38,Montréal Canadiens,alexander-romanov,,,,,2018,2020-06-03,Alexander Romanov,D,0.11,14,11.1
382,240112,1998-06-06,"Maple, ON, CAN",Canada,178.0,93.0,L,Dallas Stars,True,2016,2,38,Florida Panthers,adam-mascherin,,,,,2016,2020-06-03,Adam Mascherin,F,0.15,3,46.2
383,201455,1999-07-22,"Arcadia, CA, USA",USA,188.0,91.0,L,Dallas Stars,True,2017,2,39,Dallas Stars,jason-robertson,,,,,2017,2020-06-03,Jason Robertson,F,0.46,6,62.4
384,201473,1999-09-16,"St. Louis, MO, USA",USA                                                                                             /  Canada,191.0,87.0,L,Ottawa Senators,True,2018,1,4,Ottawa Senators,brady-tkachuk,,,,,2018,2020-06-03,Brady Tkachuk,F,1.0,3,68.2
385,326522,2001-06-13,"Cranbrook, BC, CAN",Canada,185.0,88.0,L,Colorado Avalanche,True,2019,1,4,Colorado Avalanche,bowen-byram,,,,,2019,2020-06-03,Bowen Byram,D,0.94,20,138.9
386,311906,2000-12-20,"Bockträsk, SWE",Sweden,176.0,86.0,L,Vancouver Canucks,True,2019,2,40,Vancouver Canucks,nils-hoglander,,,,,2019,2020-06-03,Nils Höglander,F,0.37,16,59.0
387,271502,1999-09-21,"Mississauga, ON, CAN",Canada,191.0,91.0,L,Edmonton Oilers,True,2018,2,40,Edmonton Oilers,ryan-mcleod,,,,,2018,2020-06-03,Ryan McLeod,F,0.4,5,45.5
388,284816,1999-01-09,"Tampere, FIN",Finland,178.0,67.0,L,Florida Panthers,True,2017,2,40,Florida Panthers,aleksi-heponiemi,,,,,2017,2020-06-03,Aleksi Heponiemi,F,0.36,5,54.2
389,283932,2000-01-24,"Montréal, QC, CAN",USA                                                                                             /  Canada,191.0,87.0,R,New York Islanders,True,2018,2,41,New York Islanders,bode-wilde,,,,,2018,2020-06-03,Bode Wilde,D,0.48,8,68.1
390,278859,1999-09-12,"Calgary, AB, CAN",Canada,180.0,89.0,L,Los Angeles Kings,True,2017,2,41,Los Angeles Kings,jaret-anderson-dolan,,,,,2017,2020-06-03,Jaret Anderson-Dolan,F,0.49,6,57.5
391,295911,2001-01-29,"Yorkton, SK, CAN",Canada,188.0,87.0,R,Vegas Golden Knights,True,2019,2,41,Vegas Golden Knights,kaedan-korczak,,,,,2019,2020-06-03,Kaedan Korczak,D,0.51,20,110.8
392,283916,2000-02-03,"Winnetka, IL, USA",USA,183.0,84.0,L,Carolina Hurricanes,False,2018,2,42,Carolina Hurricanes,jack-drury,,,,,2018,2020-06-03,Jack Drury,F,0.25,19,35.2
393,514167,2001-06-19,"Yaroslavl, RUS",Russia,183.0,82.0,L,Minnesota Wild,False,2019,2,42,Minnesota Wild,vladislav-firstov,,,,,2019,2020-06-03,Vladislav Firstov,F,0.25,26,49.8
394,315969,2001-06-05,"Wilmette, IL, USA",USA,198.0,90.0,L,Chicago Blackhawks,False,2019,2,43,Chicago Blackhawks,alex-vlasic,,,,,2019,2020-06-03,Alex Vlasic,D,0.07,18,5.0
395,201527,1999-01-24,"Hermantown, MN, USA",USA,193.0,98.0,L,Winnipeg Jets,True,2017,2,43,Winnipeg Jets,dylan-samberg,,,,,2017,2020-06-03,Dylan Samberg,D,0.22,7,33.2
396,396204,2000-07-22,"Moskva, RUS",Russia,173.0,69.0,L,New York Islanders,False,2018,2,43,New York Islanders,ruslan-iskhakov,,,,,2018,2020-06-03,Ruslan Iskhakov,F,0.27,13,46.3
397,265297,2000-07-20,"Bollnäs, SWE",Sweden,193.0,94.0,R,Dallas Stars,False,2018,2,44,Dallas Stars,albin-eriksson,,,,,2018,2020-06-03,Albin Eriksson,F,0.16,18,40.9
398,269859,1998-06-18,"Vancouver, BC, CAN",Canada                                                                                             /  Russia,188.0,93.0,L,Tampa Bay Lightning,True,2016,2,44,Tampa Bay Lightning,boris-katchouk,,,,,2016,2020-06-03,Boris Katchouk,F,0.17,3,19.3
399,262145,1999-04-17,"Härnösand, SWE",Sweden,181.0,82.0,R,Arizona Coyotes,False,2017,2,44,Arizona Coyotes,filip-westerlund,,,,,2017,2020-06-03,Filip Westerlund,D,0.02,12,10.1
400,418060,2001-02-26,"Hamilton, ON, CAN",Canada,180.0,78.0,L,Carolina Hurricanes,False,2019,2,44,Carolina Hurricanes,jamieson-rees,,,,,2019,2020-06-03,Jamieson Rees,F,0.44,19,108.2
401,296904,1999-09-13,"Saint-Martin-d'Hères, FRA",France,184.0,88.0,L,Columbus Blue Jackets,True,2017,2,45,Columbus Blue Jackets,alexandre-texier,,,,,2017,2020-06-03,Alexandre Texier,F,1.0,3,70.1
402,229559,1998-04-10,"Ridgefield, CT, USA",USA                                                                                             /  Canada,180.0,84.0,L,Chicago Blackhawks,True,2016,2,45,Chicago Blackhawks,chad-krys,,,,,2016,2020-06-03,Chad Krys,D,0.06,3,38.0
403,450909,2001-01-23,"Tver, RUS",Russia,193.0,91.0,L,Nashville Predators,True,2019,2,45,Nashville Predators,yegor-afanasyev,,,,,2019,2020-06-03,Yegor Afanasyev,F,0.42,18,123.8
404,274991,1999-10-06,"Bratislava, SVK",Slovakia,188.0,88.0,L,Washington Capitals,True,2018,2,46,Washington Capitals,martin-fehervary,,,,,2018,2020-06-03,Martin Fehérváry,D,0.37,5,47.2
405,197821,1998-10-13,"Espoo, FIN",Finland,185.0,85.0,L,New York Islanders,False,2017,2,46,New York Islanders,robin-salo,,,,,2017,2020-06-03,Robin Salo,D,0.07,4,40.3
406,273622,1999-09-13,"King City, ON, CAN",Canada,191.0,86.0,L,Ottawa Senators,True,2017,2,47,Ottawa Senators,alex-formenton,,,,,2017,2020-06-03,Alex Formenton,F,0.53,5,85.8
407,251476,1998-05-12,"Roberval, QC, CAN",Canada,178.0,73.0,L,Colorado Avalanche,True,2016,2,47,Nashville Predators,samuel-girard,,,,,2016,2020-06-03,Samuel Girard,D,1.0,2,49.2
408,369942,2001-03-26,"Farmington, MN, USA",USA,191.0,88.0,R,Colorado Avalanche,False,2019,2,47,Colorado Avalanche,drew-helleson,,,,,2019,2020-06-03,Drew Helleson,D,0.23,17,23.5
409,273613,1999-10-13,"King City, ON, CAN",Canada,187.0,84.0,R,Washington Capitals,True,2018,2,47,Washington Capitals,kody-clark,,,,,2018,2020-06-03,Kody Clark,F,0.13,6,18.0
410,398450,2001-01-04,"Kazan, RUS",Russia,180.0,83.0,L,San Jose Sharks,True,2019,2,48,San Jose Sharks,artemi-knyazev,,,,,2019,2020-06-03,Artemi Knyazev,D,0.37,20,96.5
411,281730,2000-03-03,"Calgary, AB, CAN",Canada,183.0,80.0,L,Ottawa Senators,False,2018,2,48,Ottawa Senators,jonny-tychonick,,,,,2018,2020-06-03,Jonny Tychonick,D,0.16,10,23.6
412,245622,1998-09-17,"King City, ON, CAN",Canada,180.0,84.0,L,San Jose Sharks,True,2017,2,49,San Jose Sharks,mario-ferraro,,,,,2017,2020-06-03,Mario Ferraro,D,0.72,2,32.2
413,392162,2000-07-21,"Barnaul, RUS",Russia,189.0,82.0,R,Columbus Blue Jackets,False,2018,2,49,Columbus Blue Jackets,kirill-marchenko,,,,,2018,2020-06-03,Kirill Marchenko,F,0.1,16,7.4
414,326633,2001-03-09,"Edmonton, AB, CAN",Canada,192.0,91.0,L,New York Rangers,True,2019,2,49,New York Rangers,matthew-robertson,,,,,2019,2020-06-03,Matthew Robertson,D,0.42,18,83.7
415,317885,2000-06-09,"Kitchener, ON, CAN",Canada,186.0,86.0,L,Arizona Coyotes,True,2018,1,5,Arizona Coyotes,barrett-hayton,,,,,2018,2020-06-03,Barrett Hayton,F,0.9,7,65.4
416,290043,2001-02-26,"Island Lake, IL, USA",USA,180.0,84.0,L,Los Angeles Kings,True,2019,1,5,Los Angeles Kings,alex-turcotte,,,,,2019,2020-06-03,Alex Turcotte,F,0.67,17,80.2
417,201534,1999-01-08,"Longueuil, QC, CAN",Canada,189.0,94.0,L,Anaheim Ducks,True,2017,2,50,Anaheim Ducks,maxime-comtois,,,,,2017,2020-06-03,Maxime Comtois,F,0.49,6,65.7
418,281968,2000-01-13,"Linköping, SWE",Sweden,193.0,93.0,L,Philadelphia Flyers,False,2018,2,50,Philadelphia Flyers,adam-ginning,,,,,2018,2020-06-03,Adam Ginning,D,0.24,18,33.4
419,288459,2000-03-14,"Göteborg, SWE",Sweden,182.0,88.0,R,Los Angeles Kings,True,2019,2,50,Los Angeles Kings,samuel-fagemo,,,,,2018,2020-06-03,Samuel Fagemo,F,0.27,15,39.9
420,108472,1998-06-05,"Regina, SK, CAN",Canada,183.0,80.0,L,Los Angeles Kings,True,2016,2,51,Los Angeles Kings,kale-clague,,,,,2016,2020-06-03,Kale Clague,D,0.28,3,53.1
421,254662,1998-10-10,"Val d'Or, QC, CAN",Canada,185.0,85.0,L,,,2017,2,51,Pittsburgh Penguins,zachary-lauzon,Retired,,,,2017,2020-06-03,Zachary Lauzon,D,0.51,13,82.5
422,344757,2000-10-08,"Stockholm, SWE",Sweden,187.0,91.0,R,Winnipeg Jets,False,2019,2,51,Winnipeg Jets,simon-lundmark,,,,,2019,2020-06-03,Simon Lundmark,D,0.07,13,5.4
423,364033,2000-01-02,"Scarborough, ON, CAN",Canada                                                                                             /  USA,183.0,82.0,R,Los Angeles Kings,True,2018,2,51,Los Angeles Kings,akil-thomas,,,,,2018,2020-06-03,Akil Thomas,F,0.48,8,61.8
424,490232,2001-05-26,"Minsk, BLR",Belarus,185.0,86.0,L,Florida Panthers,True,2019,2,52,Florida Panthers,vladislav-kolyachonok,,,,,2019,2020-06-03,Vladislav Kolyachonok,D,0.46,18,98.2
425,272217,1998-09-20,"St. Louis, MO, USA",USA,188.0,99.0,R,Carolina Hurricanes,False,2017,2,52,Carolina Hurricanes,luke-martin,,,,,2017,2020-06-03,Luke Martin,D,0.03,4,9.2
426,359539,2001-09-11,"Arcadia, CA, USA",USA,175.0,73.0,L,Toronto Maple Leafs,True,2019,2,53,Toronto Maple Leafs,nicholas-robertson,,,,,2019,2020-06-03,Nicholas Robertson,F,0.66,15,160.1
427,278861,2000-04-11,"Brandon, MB, CAN",Canada,178.0,82.0,R,Minnesota Wild,True,2018,2,53,Pittsburgh Penguins,calen-addison,,,,,2018,2020-06-03,Calen Addison,D,0.47,11,56.8
428,284096,1999-02-18,"Windsor, ON, CAN",Canada,185.0,78.0,R,Boston Bruins,True,2017,2,53,Boston Bruins,jack-studnicka,,,,,2017,2020-06-03,Jack Studnicka,F,0.56,5,95.4
429,335689,2000-02-06,"Rouen, FRA",Canada                                                                                             /  France,188.0,88.0,L,Anaheim Ducks,True,2018,2,54,Anaheim Ducks,benoit-olivier-groulx,,,,,2018,2020-06-03,Benoit-Olivier Groulx,F,0.19,12,9.3
430,385680,2001-01-24,"East Islip, NY, USA",USA,178.0,77.0,L,Detroit Red Wings,False,2019,2,54,Detroit Red Wings,robert-mastrosimone,,,,,2019,2020-06-03,Robert Mastrosimone,F,0.16,19,37.8
431,248583,2000-06-27,"New Westminster, BC, CAN",Canada,200.0,109.0,L,New Jersey Devils,True,2018,2,55,Arizona Coyotes,kevin-bahl,,,,,2018,2020-06-03,Kevin Bahl,D,0.24,18,31.0
432,252476,1998-10-12,"Whitby, ON, CAN",Canada,188.0,95.0,L,Vancouver Canucks,True,2017,2,55,Vancouver Canucks,jonah-gadjovich,,,,,2017,2020-06-03,Jonah Gadjovich,F,0.13,3,20.1
433,281939,2000-10-30,"Leduc, AB, CAN",Canada,190.0,91.0,L,San Jose Sharks,True,2019,2,55,San Jose Sharks,dillon-hamaliuk,,,,,2019,2020-06-03,Dillon Hamaliuk,F,0.18,12,11.4
434,201551,1999-06-17,"Yorkton, SK, CAN",Canada,186.0,87.0,R,Montréal Canadiens,True,2017,2,56,Montréal Canadiens,josh-brook,,,,,2017,2020-06-03,Josh Brook,D,0.27,5,38.9
435,257755,1999-04-30,"Calgary, AB, CAN",Canada,193.0,91.0,R,Washington Capitals,True,2019,2,56,Washington Capitals,brett-leason,,,,,2017,2020-06-03,Brett Leason,F,0.32,5,45.0
436,316535,2000-02-08,"Piteå, SWE",Sweden,189.0,89.0,L,Montréal Canadiens,False,2018,2,56,Montréal Canadiens,jacob-olofsson,,,,,2018,2020-06-03,Jacob Olofsson,F,0.51,14,71.9
437,313354,2000-02-10,"Järna, SWE",Sweden,183.0,84.0,R,Anaheim Ducks,True,2018,2,57,Boston Bruins,axel-andersson,,,,,2018,2020-06-03,Axel Andersson,D,0.31,11,36.2
438,356985,2000-12-09,"Laval, QC, CAN",Canada,193.0,96.0,L,New York Islanders,True,2019,2,57,New York Islanders,samuel-bolduc,,,,,2019,2020-06-03,Samuel Bolduc,D,0.21,12,11.5
439,201362,1999-01-18,"St. Albert, AB, CAN",Canada,180.0,79.0,R,Chicago Blackhawks,True,2017,2,57,Chicago Blackhawks,ian-mitchell,,,,,2017,2020-06-03,Ian Mitchell,D,0.39,7,65.2
440,221341,1999-04-14,"Espoo, FIN",Finland,180.0,78.0,R,Montréal Canadiens,False,2017,2,58,Montréal Canadiens,joni-ikonen,,,,,2017,2020-06-03,Joni Ikonen,F,0.37,26,74.6
441,293387,2000-06-29,"Sundsvall, SWE",Sweden,185.0,86.0,L,Pittsburgh Penguins,True,2018,2,58,Pittsburgh Penguins,filip-hallander,,,,,2018,2020-06-03,Filip Hållander,F,0.42,16,63.2
442,376987,2001-02-05,"Malmö, SWE",Sweden,176.0,79.0,L,New York Rangers,False,2019,2,58,New York Rangers,karl-henriksson,,,,,2019,2020-06-03,Karl Henriksson,F,0.17,89,41.5
443,302228,1999-03-06,"Joensuu, FIN",Finland,200.0,95.0,R,Toronto Maple Leafs,False,2017,2,59,Toronto Maple Leafs,eemeli-rasanen,,,,,2017,2020-06-03,Eemeli Räsänen,D,0.05,6,6.4
444,335707,2000-02-06,"Lachine, QC, CAN",Canada,177.0,78.0,L,Tampa Bay Lightning,True,2018,2,59,Tampa Bay Lightning,gabriel-fortier,,,,,2018,2020-06-03,Gabriel Fortier,F,0.38,16,57.2
445,201704,1999-04-01,"Winnipeg, MB, CAN",Canada,189.0,84.0,R,Vegas Golden Knights,True,2017,1,6,Vegas Golden Knights,cody-glass,,,,,2017,2020-06-03,Cody Glass,F,1.0,3,103.4
446,236471,1999-11-27,"Pardubice, CZE",Czech Rep.,183.0,89.0,L,Detroit Red Wings,True,2018,1,6,Detroit Red Wings,filip-zadina,,,,,2018,2020-06-03,Filip Zadina,F,1.0,3,90.6
447,293796,2000-04-11,"Tingsryd, SWE",Sweden,187.0,89.0,L,Winnipeg Jets,True,2018,2,60,Winnipeg Jets,david-gustafsson,,,,,2018,2020-06-03,David Gustafsson,F,0.7,10,102.1
448,349991,2001-01-04,"Karlstad, SWE",Sweden,183.0,76.0,L,Detroit Red Wings,False,2019,2,60,Detroit Red Wings,albert-johansson,,,,,2019,2020-06-03,Albert Johansson,D,0.21,32,30.8
449,275608,1999-02-18,"Chateauguay, QC, CAN",Canada,178.0,84.0,L,Anaheim Ducks,True,2017,2,60,Anaheim Ducks,antoine-morand,,,,,2017,2020-06-03,Antoine Morand,F,0.3,5,41.7
450,398144,2000-12-04,"Chelyabinsk, RUS",Russia,185.0,88.0,L,New Jersey Devils,True,2019,2,61,New Jersey Devils,nikita-okhotyuk,,,,,2019,2020-06-03,Nikita Okhotyuk,D,0.36,11,38.2
451,396897,2000-05-05,"Verkhnyaya Salda, RUS",Russia,186.0,89.0,R,Vegas Golden Knights,False,2018,2,61,Vegas Golden Knights,ivan-d.-morozov,,,,,2018,2020-06-03,Ivan D. Morozov,F,0.17,19,35.2
452,269306,1999-02-19,"Edina, MN, USA",USA,185.0,84.0,L,Nashville Predators,False,2017,2,61,Nashville Predators,grant-mismash,,,,,2017,2020-06-03,Grant Mismash,F,0.08,7,14.5
453,238111,2000-09-16,"Burgwedel, GER",Russia,180.0,84.0,L,St. Louis Blues,True,2019,2,62,St. Louis Blues,nikita-alexandrov,,,,,2019,2020-06-03,Nikita Alexandrov,F,0.19,19,18.3
454,279125,1999-03-10,"Raleigh, NC, USA",Canada,180.0,86.0,L,Vegas Golden Knights,True,2017,2,62,Vegas Golden Knights,jake-leschyshyn,,,,,2017,2020-06-03,Jake Leschyshyn,F,0.11,5,25.6
455,175894,1998-06-08,"Kuopio, FIN",Finland,197.0,86.0,L,Edmonton Oilers,True,2016,3,63,Edmonton Oilers,markus-niemelainen,,,,,2016,2020-06-03,Markus Niemeläinen,D,0.02,4,24.1
456,265608,1999-08-25,"Karlstad, SWE",Sweden,180.0,99.0,R,New Jersey Devils,True,2017,3,63,New Jersey Devils,fabian-zetterlund,,,,,2017,2020-06-03,Fabian Zetterlund,F,0.32,5,41.9
457,363685,2000-01-06,"Toronto, ON, CAN",Canada,191.0,91.0,L,Minnesota Wild,False,2018,3,63,Minnesota Wild,jack-mcbain,,,,,2018,2020-06-03,Jack McBain,F,0.21,14,33.7
458,344235,2000-04-12,"Kramfors, SWE",Sweden,182.0,81.0,L,Montréal Canadiens,False,2019,3,64,Montréal Canadiens,mattias-norlinder,,,,,2018,2020-06-03,Mattias Norlinder,D,0.23,16,38.9
459,296339,2001-02-27,"Chateauguay, QC, CAN",Canada,180.0,70.0,L,Nashville Predators,False,2019,3,65,Nashville Predators,alexander-campbell,,,,,2019,2020-06-03,Alexander Campbell,F,0.2,46,49.8
460,220099,1999-03-31,"Rungsted, DEN",Denmark,188.0,88.0,L,Vegas Golden Knights,True,2017,3,65,Vegas Golden Knights,jonas-rondbjerg,,,,,2017,2020-06-03,Jonas Røndbjerg,F,0.12,16,25.6
461,247318,2000-09-15,"Nymburk, CZE",Czech Rep.,185.0,82.0,L,Arizona Coyotes,True,2018,3,65,Arizona Coyotes,jan-jenik,,,,,2019,2020-06-03,Jan Jeník,F,0.5,12,136.7
462,272169,1999-05-17,"Plano, TX, USA",USA,191.0,87.0,L,Florida Panthers,True,2017,3,66,Florida Panthers,max-gildon,,,,,2017,2020-06-03,Max Gildon,D,0.22,7,36.2
463,342488,2001-03-22,"Märsta, SWE",Sweden,182.0,85.0,L,Detroit Red Wings,False,2019,3,66,Detroit Red Wings,albin-grewe,,,,,2019,2020-06-03,Albin Grewe,F,0.11,45,38.5
464,404742,2000-06-24,"Oshawa, ON, CAN",Canada,180.0,76.0,R,Montréal Canadiens,True,2018,3,66,Montréal Canadiens,cameron-hillis,,,,,2018,2020-06-03,Cameron Hillis,F,0.43,13,89.1
465,283940,2000-08-06,"West Bloomfield Township, MI, USA",USA,192.0,93.0,R,Chicago Blackhawks,True,2018,3,67,Detroit Red Wings,alec-regula,,,,,2018,2020-06-03,Alec Regula,D,0.17,12,7.8
466,258428,1999-01-12,"Coquitlam, BC, CAN",Canada,188.0,90.0,L,,,2017,3,68,Montréal Canadiens,scott-walford,,,,,2017,2020-06-03,Scott Walford,D,0.13,6,9.7
467,364649,2000-10-18,"Glen Allen, VA, USA",USA,178.0,80.0,L,New York Rangers,False,2019,3,68,New York Rangers,zachary-jones,,,,,2019,2020-06-03,Zachary Jones,D,0.07,16,17.2
468,201489,1999-11-09,"Deerfield Beach, FL, USA",USA                                                                                             /  Canada,180.0,69.0,R,Los Angeles Kings,True,2018,3,68,Vancouver Canucks,tyler-madden,,,,,2018,2020-06-03,Tyler Madden,F,0.3,10,86.4
469,273678,1999-07-14,"Mississauga, ON, CAN",Canada,192.0,82.0,R,Chicago Blackhawks,True,2017,3,69,Arizona Coyotes,mackenzie-entwistle,,,,,2017,2020-06-03,MacKenzie Entwistle,F,0.18,6,32.9
470,268432,2000-02-28,"Naples, FL, USA",USA,178.0,86.0,L,Chicago Blackhawks,False,2018,3,69,Chicago Blackhawks,jake-wise,,,,,2018,2020-06-03,Jake Wise,F,0.05,14,28.8
471,350236,2000-08-02,"Kamloops, BC, CAN",Canada                                                                                             /  Czech Rep.,185.0,93.0,L,Florida Panthers,True,2019,3,69,Florida Panthers,john-ludvig,,,,,2018,2020-06-03,John Ludvig,D,0.29,12,44.3
472,201671,1999-10-14,"Orlando, FL, USA",USA,178.0,77.0,L,Vancouver Canucks,True,2018,1,7,Vancouver Canucks,quinn-hughes,,,,,2018,2020-06-03,Quinn Hughes,D,1.0,3,83.7
473,286938,2001-02-09,"Whitehorse, YT, CAN",Canada,191.0,84.0,R,Buffalo Sabres,True,2019,1,7,Buffalo Sabres,dylan-cozens,,,,,2019,2020-06-03,Dylan Cozens,F,0.84,15,136.3
474,313706,1998-08-04,"St. Petersburg, RUS",Russia,181.0,87.0,L,Chicago Blackhawks,True,2017,3,70,Chicago Blackhawks,andrei-altybarmakyan,,,,,2016,2020-06-03,Andrei Altybarmakyan,F,0.03,4,27.1
475,395127,2000-10-20,"Minsk, BLR",Russia                                                                                             /  Belarus,189.0,80.0,L,New Jersey Devils,False,2019,3,70,New Jersey Devils,daniil-misyul,,,,,2019,2020-06-03,Daniil Misyul,D,0.04,21,2.8
476,304366,1999-09-23,"Mountain View, CA, USA",Sweden                                                                                             /  USA,183.0,80.0,L,New York Rangers,False,2018,3,70,New York Rangers,jakob-ragnarsson,,,,,2018,2020-06-03,Jakob Ragnarsson,D,0.01,12,4.9
477,321687,2000-07-07,"Haverhill, MA, USA",USA,180.0,81.0,L,Montréal Canadiens,False,2018,3,71,Montréal Canadiens,jordan-harris,,,,,2018,2020-06-03,Jordan Harris,D,0.05,18,15.8
478,247061,1998-08-29,"Nanaimo, BC, CAN",Canada,189.0,102.0,L,Colorado Avalanche,True,2016,3,71,Colorado Avalanche,josh-anderson,,,,,2016,2020-06-03,Josh Anderson,D,0.03,3,14.1
479,221328,1998-11-16,"Espoo, FIN",Finland,188.0,90.0,L,Detroit Red Wings,False,2017,3,71,Detroit Red Wings,kasper-kotkansalo,,,,,2017,2020-06-03,Kasper Kotkansalo,D,0.01,4,1.8
480,226438,1998-04-27,"Canton, NY, USA",USA,193.0,93.0,L,Toronto Maple Leafs,False,2016,3,72,Toronto Maple Leafs,james-greenway,,,,,2016,2020-06-03,James Greenway,D,0.03,4,5.5
481,284030,1999-03-20,"White Lake Township, MI, USA",USA,190.0,94.0,R,Philadelphia Flyers,False,2019,3,72,Philadelphia Flyers,ronald-attard,,,,,2017,2020-06-03,Ronald Attard,D,0.09,7,29.0
482,247964,1998-06-19,"Roseville, MN, USA",USA,180.0,92.0,R,New Jersey Devils,True,2016,3,73,New Jersey Devils,joey-anderson,,,,,2016,2020-06-03,Joey Anderson,F,0.21,3,30.8
483,397004,2001-01-11,"Tampere, FIN",Finland,183.0,75.0,L,Carolina Hurricanes,False,2019,3,73,Carolina Hurricanes,patrik-puistola,,,,,2019,2020-06-03,Patrik Puistola,F,0.1,27,15.1
484,201293,1999-06-14,"Winnipeg, MB, CAN",Canada,185.0,89.0,R,Carolina Hurricanes,True,2017,3,73,Carolina Hurricanes,stelio-mattheos,,,,,2017,2020-06-03,Stelio Mattheos,F,0.14,5,37.6
485,365043,2000-05-24,"Eau Claire, WI, USA",USA,185.0,88.0,R,Arizona Coyotes,False,2018,3,73,Arizona Coyotes,ty-emberson,,,,,2018,2020-06-03,Ty Emberson,D,0.13,11,22.1
486,296698,2001-01-11,"Montréal, QC, CAN",Canada,182.0,93.0,R,Pittsburgh Penguins,True,2019,3,74,Pittsburgh Penguins,nathan-legare,,,,,2019,2020-06-03,Nathan Légaré,F,0.2,19,82.6
487,360140,2000-05-04,"Helsinki, FIN",Finland,174.0,77.0,R,Chicago Blackhawks,False,2018,3,74,Chicago Blackhawks,niklas-nordgren,,,,,2018,2020-06-03,Niklas Nordgren,F,0.14,19,51.5
488,294263,2000-03-12,"Karlstad, SWE",Sweden,189.0,90.0,L,Dallas Stars,False,2018,3,75,Dallas Stars,oskar-back,,,,,2018,2020-06-03,Oskar Bäck,F,0.06,17,16.3
489,283248,1999-02-25,"Waterloo, ON, CAN",Canada,191.0,82.0,R,New Jersey Devils,True,2017,3,75,Arizona Coyotes,nate-schnarr,,,,,2017,2020-06-03,Nate Schnarr,F,0.16,6,25.0
490,291514,2001-05-10,"Saskatoon, SK, CAN",Canada,185.0,81.0,L,Minnesota Wild,True,2019,3,75,Minnesota Wild,adam-beckman,,,,,2019,2020-06-03,Adam Beckman,F,0.44,21,145.1
491,315260,2000-09-15,"Moskva, RUS",Russia,180.0,74.0,R,Toronto Maple Leafs,True,2018,3,76,Toronto Maple Leafs,semyon-der-arguchintsev,,,,,2019,2020-06-03,Semyon Der-Arguchintsev,F,0.33,17,90.5
492,312824,1999-08-17,"Moskva, RUS",Russia,185.0,79.0,L,Tampa Bay Lightning,True,2017,3,76,Tampa Bay Lightning,alexei-lipanov,,,,,2017,2020-06-03,Alexei Lipanov,F,0.2,12,30.6
493,350216,2000-09-30,"North Vancouver, BC, CAN",Canada,183.0,88.0,L,Montréal Canadiens,False,2019,3,77,Montréal Canadiens,gianni-fairbrother,,,,,2019,2020-06-03,Gianni Fairbrother,D,0.26,12,47.2
494,273830,2000-03-28,"Praha, CZE",Czech Rep.,183.0,77.0,L,Boston Bruins,True,2018,3,77,Boston Bruins,jakub-lauko,,,,,2018,2020-06-03,Jakub Lauko,F,0.22,8,35.0
